DATE,POLSLRTTO02IXOBM
06/01/2018,123.062111806196
07/01/2018,122.698395100034
08/01/2018,123.827352612978
09/01/2018,119.653942697071
10/01/2018,128.458279859267
11/01/2018,124.98454602811
12/01/2018,141.047424351312
01/01/2019,114.144831035245
02/01/2019,110.553607136505
03/01/2019,126.101539175719
04/01/2019,131.706844334833
05/01/2019,127.70643914166
06/01/2019,129.613798263253
07/01/2019,131.799687809827
08/01/2019,131.307234532668
09/01/2019,126.041717349048
10/01/2019,135.381818790913
11/01/2019,132.301473291947
12/01/2019,151.584680188526
01/01/2020,120.657274374004
02/01/2020,121.200217272874
03/01/2020,117.314191412298
04/01/2020,101.946682002324
05/01/2020,116.720041029797
06/01/2020,127.208242969141
07/01/2020,135.753678444121
08/01/2020,131.963770705331
